"STATION","NAME","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT11","WT13","WT14","WT16","WT21"
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2014-09-28","4.47",,"0.00","0.0","0.0","72","87","60","   70","   10","15.0","19.9","    1",,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2014-09-29","4.47",,"0.00","0.0","0.0","75","89","63","   40","   50","13.0","16.1",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2014-09-30","3.36",,"0.00","0.0","0.0","75","91","62","  110","  180","12.1","17.0",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2014-10-01","8.28",,"0.00","0.0","0.0","81","93","71","  190","  170","16.1","21.0",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2014-10-02","11.63",,"0.37","0.0","0.0","84","94","73","  200","  190","21.9","31.1",,,"    1",,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2014-10-03","10.74",,"0.00","0.0","0.0","76","84","56","   10","   20","23.0","28.0",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2014-10-04","6.26",,"0.00","0.0","0.0","65","80","53","  180","   40","13.0","17.0",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2014-10-05","9.40",,"0.00","0.0","0.0","68","87","53","  190","  170","21.0","27.1","    1",,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2014-10-06","8.28",,"0.00","0.0","0.0","78","90","69","   70","   60","21.9","28.0",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2014-10-07","9.17",,"0.00","0.0","0.0","78","93","71","  170","  180","17.0","23.0","    1",,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2014-10-08","8.72",,"0.00","0.0","0.0","80","91","67","  150","  140","17.0","25.1","    1",,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2014-10-09","11.63",,"0.03","0.0","0.0","81","92","73","  190","  150","21.0","27.1",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2014-10-10","12.75",,"0.00","0.0","0.0","81","93","74","  200","  180","23.0","30.0",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2014-10-11","9.17",,"1.19","0.0","0.0","71","78","60","   20","  330","18.1","23.0","    1",,"    1",,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2014-10-12","6.26",,"0.00","0.0","0.0","65","78","62","  180","  180","21.9","29.1","    1",,"    1",,,,,"    1",,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2014-10-13","13.20",,"0.16","0.0","0.0","74","77","55","  330","  330","23.9","35.1","    1",,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2014-10-14","6.26",,"0.00","0.0","0.0","65","79","50","  360","  340","16.1","23.0",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2014-10-15","3.80",,"0.00","0.0","0.0","65","87","46","  210","  250","12.1","15.0",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2014-10-16","7.16",,"0.00","0.0","0.0","67","86","48","  190","  200","21.0","28.0",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2014-10-17","5.82",,"0.00","0.0","0.0","69","86","52","  200","  200","17.0","21.0",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2014-10-18","2.24",,"0.00","0.0","0.0","71","86","57","   70","   80","10.1","14.1","    1",,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2014-10-19","4.47",,"0.00","0.0","0.0","70","82","59","   80","   80","15.0","18.1",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2014-10-20","2.91",,"0.00","0.0","0.0","68","81","56","   40","   20","12.1","14.1","    1",,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2014-10-21","3.58",,"0.00","0.0","0.0","67","82","53","   80","   40","14.1","19.0","    1",,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2014-10-22","3.80",,"0.00","0.0","0.0","67","83","55","   60","   80","14.1","19.0",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2014-10-23","2.46",,"0.02","0.0","0.0","72","82","59","   70","   90","8.9","13.0",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2014-10-24","2.01",,"0.00","0.0","0.0","68","85","53","  130","  110","10.1","12.1",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2014-10-25","3.80",,"0.00","0.0","0.0","70","88","53","  230","  210","12.1","17.0",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2014-10-26","6.49",,"0.00","0.0","0.0","69","85","52","  160","  150","17.0","23.0","    1",,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2014-10-27","9.40",,"0.00","0.0","0.0","71","87","53","  190","  180","23.0","29.1","    1",,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2014-10-28","2.24",,"0.00","0.0","0.0","71","85","55","  190","  330","12.1","14.1","    1",,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2014-10-29","6.93",,"0.00","0.0","0.0","71","81","57","   30","   20","15.0","19.9",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2014-10-30","3.13",,"0.00","0.0","0.0","67","83","56","  100","   80","8.1","13.0","    1",,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2014-10-31","11.63",,"0.17","0.0","0.0","67","76","51","   20","  350","25.1","30.0","    1",,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2014-11-01","6.26",,"0.00","0.0","0.0","55","69","41","  140","   40","14.1","17.0",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2014-11-02","8.50",,"0.00","0.0","0.0","55","76","38","  140","  150","21.9","27.1",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2014-11-03","10.07",,"0.00","0.0","0.0","66","77","53","  180","  150","25.1","32.0",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2014-11-04","10.96",,"1.12","0.0","0.0","73","79","58","   20","   20","28.0","34.0","    1",,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2014-11-05","11.86",,"1.68","0.0","0.0","58","59","55","   10","   10","23.0","25.9","    1",,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2014-11-06","9.62",,"0.05","0.0","0.0","58","62","55","   10","  360","19.9","23.0","    1",,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2014-11-07","4.03",,"0.00","0.0","0.0","59","71","46","   10","   10","13.0","18.1",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2014-11-08","5.82",,"0.00","0.0","0.0","57","75","45","   20","   20","25.1","30.0",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2014-11-09","5.37",,"0.00","0.0","0.0","57","74","40","  190","  190","13.0","16.1",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2014-11-10","10.29",,"0.00","0.0","0.0","58","78","39","  200","  190","23.9","33.1",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2014-11-11","13.42",,"0.00","0.0","0.0","59","65","40","  350","  340","25.1","34.0",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2014-11-12","18.12",,"0.00","0.0","0.0","44","51","37","   10","   10","25.1","32.0",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2014-11-13","15.66",,"0.00","0.0","0.0","38","42","28","  360","  360","25.9","32.0",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2014-11-14","5.14",,"0.00","0.0","0.0","35","45","25","   50","   50","12.1","14.1",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2014-11-15","3.13",,"0.06","0.0","0.0","43","47","42","  140","  140","13.0","16.1","    1",,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2014-11-16","11.18",,"0.01","0.0","0.0","48","50","35","  350","  350","29.1","35.1","    1","    1",,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2014-11-17","11.41",,"0.00","0.0","0.0","40","52","28","  340","  330","23.9","32.0",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2014-11-18","3.58",,"0.00","0.0","0.0","39","55","26","  180","  190","15.0","21.0",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2014-11-19","6.26",,"0.00","0.0","0.0","43","68","26","  190","  210","21.9","30.0",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2014-11-20","6.49",,"0.27","0.0","0.0","51","72","35","  190","  200","18.1","23.9","    1",,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2014-11-21","9.40",,"0.05","0.0","0.0","65","76","61","  150","  150","18.1","23.9","    1",,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2014-11-22","9.40",,"3.40","0.0","0.0","66","66","57","  360","  360","25.1","32.0","    1",,"    1",,"    1",,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2014-11-23","10.07",,"0.00","0.0","0.0","65","82","52","  330","  330","23.9","33.1",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2014-11-24","8.05",,"0.00","0.0","0.0","58","66","36","  340","  340","23.0","32.0",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2014-11-25","3.13",,"0.00","0.0","0.0","48","67","33","  260","  260","13.0","17.0",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2014-11-26","7.38",,"0.00","0.0","0.0","53","76","39","  220","  210","18.1","25.1",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2014-11-27","5.37",,"0.00","0.0","0.0","51","64","36","   40","   50","14.1","17.0",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2014-11-28","8.05",,"0.00","0.0","0.0","49","73","33","  190","  190","21.9","28.0",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2014-11-29","14.32",,"0.00","0.0","0.0","61","77","53","  190","  200","28.0","36.9",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2014-11-30","12.53",,"0.00","0.0","0.0","70","79","58","  190","  180","25.9","32.0",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2014-12-01","12.75",,"0.00","0.0","0.0","57","63","41","   20","   30","23.9","29.1","    1",,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2014-12-02","8.05",,"0.00","0.0","0.0","43","49","40","   10","   10","16.1","16.1",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2014-12-03","2.01",,"0.00","0.0","0.0","51","62","47","  140","  150","6.9","10.1","    1",,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2014-12-04","4.70",,"0.04","0.0","0.0","61","67","59","  150","  160","14.1","18.1","    1",,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2014-12-05","7.83",,"0.00","0.0","0.0","67","78","54","  220","  210","19.9","25.9","    1",,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2014-12-06","9.40",,"0.00","0.0","0.0","60","68","49","   20","   20","18.1","21.9",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2014-12-07","8.28",,"0.00","0.0","0.0","54","56","49","   10","   10","17.0","19.9",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2014-12-08","6.49",,"0.00","0.0","0.0","55","65","41","  350","   10","14.1","18.1","    1",,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2014-12-09","2.24",,"0.00","0.0","0.0","51","69","34","   90","   50","8.1","12.1","    1",,,,,,,"    1",,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2014-12-10","2.91",,"0.09","0.0","0.0","53","67","41","  160","  150","12.1","14.1","    1",,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2014-12-11","6.26",,"0.09","0.0","0.0","59","69","56","  180","  170","16.1","19.9","    1",,,,,,,"    1",,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2014-12-12","6.49",,"0.00","0.0","0.0","64","71","54","  180","  190","15.0","18.1",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2014-12-13","4.92",,"0.00","0.0","0.0","58","73","45","  150","  160","16.1","21.9","    1","    1",,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2014-12-14","12.97",,"0.00","0.0","0.0","67","76","59","  170","  180","25.1","32.0","    1",,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2014-12-15","7.38",,"0.00","0.0","0.0","68","74","43","  190","  200","16.1","19.9",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2014-12-16","8.95",,"0.00","0.0","0.0","49","61","36","   10","  360","21.9","25.1",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2014-12-17","6.26",,"0.19","0.0","0.0","52","53","49","  120","  120","16.1","19.0","    1",,"    1",,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2014-12-18","9.17",,"0.20","0.0","0.0","52","61","48","   10","   20","19.9","23.9","    1",,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2014-12-19","13.20",,"1.24","0.0","0.0","52","57","49","   10","   20","19.9","23.9","    1",,"    1",,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2014-12-20","7.61",,"0.00","0.0","0.0","51","55","49","   10","   10","17.0","19.9","    1",,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2014-12-21","7.83",,"0.00","0.0","0.0","52","56","50","  190","  190","18.1","23.0","    1",,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2014-12-22","10.07",,"0.00","0.0","0.0","60","71","54","  210","  220","18.1","23.9",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2014-12-23","13.87",,"0.00","0.0","0.0","54","56","44","  360","  360","31.1","36.9",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2014-12-24","8.95",,"0.00","0.0","0.0","48","57","28","  320","  300","23.9","31.1",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2014-12-25","10.29",,"0.00","0.0","0.0","43","65","27","  170","  170","29.1","36.0",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2014-12-26","9.17",,"0.00","0.0","0.0","59","75","51","  180","  190","21.9","28.0","    1",,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2014-12-27","13.42",,"0.05","0.0","0.0","56","66","42","  360","  350","23.0","29.1","    1",,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2014-12-28","8.95",,"0.22","0.0","0.0","41","47","29","  360","  360","21.9","28.0","    1",,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2014-12-29","3.36",,"0.00","0.0","0.0","40","64","25","  190","  210","16.1","19.9",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2014-12-30","11.41",,"0.00","0.0","0.0","43","48","32","   30","   20","23.9","30.0","    1","    1",,,,,,"    1",,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2014-12-31","16.11",,"0.00","0.0","0.0","40","42","38","  360","   20","21.9","27.1",,,,,,,,"    1",,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2015-01-01","10.74",,"0.41","0.0","0.0","38","39","35","  350","   20","15.0","18.1","    1",,"    1",,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2015-01-02","9.62",,"0.14","0.0","0.0","40","42","38","   10","  300","15.0","19.9","    1",,"    1",,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2015-01-03","4.03",,"0.63","0.0","0.0","44","60","34","  290","  280","14.1","19.9","    1",,"    1",,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2015-01-04","11.63",,"0.00","0.0","0.0","43","51","29","  360","  360","23.9","31.1",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2015-01-05","5.59",,"0.00","0.0","0.0","35","51","24","   30","   40","13.0","15.0",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2015-01-06","4.47",,"0.00","0.0","0.0","45","68","31","  190","  190","13.0","18.1",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2015-01-07","17.00",,"0.00","0.0","0.0","46","51","30","   20","   30","35.1","42.1",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2015-01-08","8.05",,"0.00","0.0","0.0","30","37","21","   20","   10","23.0","27.1",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2015-01-09","12.75",,"0.00","0.0","0.0","36","39","34","   10","   10","23.9","28.0","    1",,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2015-01-10","8.95",,"0.37","0.0","0.0","35","37","32","   20","   10","14.1","17.0","    1",,"    1","    1",,"    1",,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2015-01-11","5.37",,"0.21","0.0","0.0","38","49","35","  360","  360","14.1","16.1","    1",,"    1",,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2015-01-12","13.42",,"0.00","0.0","0.0","45","47","42","  360","   20","23.0","27.1","    1","    1",,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2015-01-13","11.86",,"0.00","0.0","0.0","40","42","36","  350","  340","19.9","25.1","    1",,,,,,,"    1",,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2015-01-14","9.17",,"0.00","0.0","0.0","39","41","38","   10","   10","16.1","18.1","    1",,,,,,,"    1",,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2015-01-15","6.49",,"0.00","0.0","0.0","44","58","35","  320","   10","15.0","21.0","    1",,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2015-01-16","3.80",,"0.00","0.0","0.0","44","63","27","  190","  170","13.0","15.0","    1",,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2015-01-17","6.71",,"0.00","0.0","0.0","51","71","33","  200","  200","19.9","23.9","    1",,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2015-01-18","4.92",,"0.00","0.0","0.0","56","70","32","  170","  190","13.0","16.1",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2015-01-19","6.49",,"0.00","0.0","0.0","49","72","29","  200","  210","19.9","25.9",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2015-01-20","4.70",,"0.00","0.0","0.0","53","80","33","  360","  360","16.1","17.0","    1",,,,,,,"    1",,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2015-01-21","9.84",,"0.41","0.0","0.0","54","56","48","  360","   10","17.0","19.9","    1","    1",,,,,,"    1",,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2015-01-22","19.91",,"2.44","0.0","0.0","49","53","40","   10","   10","31.1","36.9","    1",,"    1",,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2015-01-23","10.74",,"0.41","0.0","0.0","42","50","34","   10","   10","23.9","32.0","    1",,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2015-01-24","5.14",,"0.00","0.0","0.0","43","62","26","  310","  280","10.1","14.1","    1",,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2015-01-25","7.38",,"0.00","0.0","0.0","52","72","32","  350","  340","17.0","23.9",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2015-01-26","4.92",,"0.00","0.0","0.0","54","74","34","  320","  320","12.1","17.0",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2015-01-27","3.80",,"0.00","0.0","0.0","58","80","35","  320","  310","13.0","18.1",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2015-01-28","6.49",,"0.00","0.0","0.0","57","80","36","  180","  180","23.0","28.0",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2015-01-29","7.83",,"0.00","0.0","0.0","61","76","44","   10","   30","23.9","30.0","    1","    1",,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2015-01-30","11.63",,"0.00","0.0","0.0","55","58","44","   20","   20","25.1","33.1",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2015-01-31","5.37",,"0.26","0.0","0.0","51","62","43","  140","  140","21.0","25.1","    1",,,,,,,"    1",,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2015-02-01","13.65",,"0.00","0.0","0.0","64","73","44","  360","  360","23.9","29.1",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2015-02-02","10.74",,"0.00","0.0","0.0","44","47","33","  350","  350","23.9","31.1",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2015-02-03","3.80",,"0.23","0.0","0.0","41","43","38","  160","  150","10.1","14.1","    1",,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2015-02-04","4.70",,"0.05","0.0","0.0","46","57","42","  180","  170","15.0","18.1","    1",,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2015-02-05","11.86",,"0.00","0.0","0.0","46","52","39","   10","   10","25.9","32.0","    1",,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2015-02-06","5.37",,"0.00","0.0","0.0","44","58","37","  190","  210","15.0","19.9","    1",,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2015-02-07","12.30",,"0.00","0.0","0.0","50","68","38","  190","  190","25.1","32.0","    1",,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2015-02-08","10.96",,"0.00","0.0","0.0","61","75","50","  210","  200","21.9","28.0","    1",,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2015-02-09","4.47",,"0.00","0.0","0.0","62","81","45","   30","   30","15.0","17.0",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2015-02-10","6.71",,"0.00","0.0","0.0","59","80","38","  180","  180","17.0","21.0",,,,,,,,,,,,,,
"USW00013904","AUSTIN BERGSTROM INTERNATIONAL AIRPORT, TX US","2015-02-11","6.71",,"0.00","0.0","0.0","60","76","37","   20","   20","23.9","29.1","    1","    1",,,,,,"    1",,,,,,
